1.000257,-0.620298,-1.308522,1.959770,1.982967,-0.175888,-0.060823,0.440106,1.773224,-1.6445,1
-0.456576,0.286243,0.777896,-1.049596,-1.016691,0.449669,-0.626609,0.866372,-0.581676,-0.081341,1
-0.778184,-0.636388,-1.168746,0.930019,0.715238,0.455363,0.172416,-0.498895,-0.123232,-0.273202,1
1.243076,-0.026785,1.002476,-0.739905,-0.711748,0.935935,1.901863,-0.642542,-1.120196,-0.475884,1
0.933137,0.145599,0.701616,-0.447176,-0.378754,1.241199,1.067121,0.535617,-1.041756,1.458050,1
0.909546,0.738343,0.850767,-0.670416,-0.735275,-0.197717,-1.270075,-0.609298,-1.074482,2.845675,1
-0.134611,0.011722,0.561839,-0.421459,-0.167919,0.633809,0.791441,-0.911136,-0.404722,0.285431,1
-0.765662,-0.141422,-0.089953,-0.276463,-0.353418,-0.220138,-0.461376,0.518865,-0.609165,-1.632823,1
-0.308072,-0.279800,0.405656,-0.707623,-0.732560,-0.659273,-0.561728,0.451019,-1.168674,-0.356716,1
-0.580740,-0.429128,-0.372276,0.171112,0.395818,-0.224939,0.001710,0.458365,-1.032082,0.598794,1
-0.566797,0.033839,-0.197342,-0.571380,-0.443000,0.026626,0.119014,0.595521,-0.702857,-0.887497,1
-0.759063,-0.065218,0.084767,0.160169,0.138834,0.418732,0.174603,0.663554,1.364682,-1.657083,1
2.316978,-0.007308,0.412262,-1.157933,-1.165995,2.153540,2.482810,-0.772971,-0.839389,0.886840,1
-0.688537,-0.443878,-0.607936,0.255922,0.081827,-0.244893,-0.008161,-0.433080,0.692470,-0.093732,1
-0.453428,-0.056308,0.632154,-0.783130,-0.783233,0.074899,0.233533,0.621361,-1.100167,-0.099176,1
1.127901,0.268185,0.879319,-0.859185,-0.908106,-1.098101,0.588773,1.017998,-1.157140,2.099835,1
-0.795888,-0.853593,-1.497519,1.635305,1.164961,0.510403,-0.070822,-0.312997,2.678880,0.887966,1
1.396203,0.839672,1.293109,-1.226875,-1.097224,1.654175,1.663444,1.459561,-0.929869,-0.301496,1
